ID	Cy5	Cy3	Ratio	Sum	LogRat
YDR435C	1436	3453	0.41	4794	-1.28
YDR439W	630	1246	0.5	1780	-1.01
YDR443C	1368	2505	0.54	3778	-0.88
YDR459C	969	1452	0.67	2325	-0.59
YDR463W	2460	4333	0.57	6697	-0.82
YDR467C	233	417	0.53	554	-0.9
YDR483W	7573	13356	0.57	20832	-0.82
YDR487C	10422	12686	0.82	23012	-0.28
YDR491C	74	139	0.41	117	-1.29
YDR507C	1229	1806	0.68	2941	-0.56
YDR511W	2997	6476	0.46	9378	-1.12
YDR515W	993	1645	0.6	2542	-0.74
YER177W	26397	30262	0.87	56564	-0.2
YER181C	139	327	0.37	370	-1.45
YER185W	212	405	0.5	522	-1.01
YFL008W	801	1590	0.5	2297	-1.01
YFL011W	174	392	0.4	468	-1.32
YFL014W	14359	22152	0.65	36413	-0.63
YFL029C	3522	3785	0.93	7210	-0.1
YFL033C	1435	3029	0.47	4368	-1.09
YFL036W	1266	1860	0.68	3031	-0.56
YFL052W	82	204	0.29	191	-1.78
YFL056C	2146	4578	0.47	6629	-1.1
YFL060C	697	1943	0.35	2544	-1.52
YGL235W	64	133	0.31	102	-1.7
YGL239C	101	225	0.37	231	-1.45
YGL243W	1341	2122	0.63	3368	-0.67
YGL259W	308	1295	0.22	1508	-2.2
YGL263W	205	323	0.62	433	-0.7
YGR004W	886	1258	0.7	2048	-0.51
YGR020C	5593	12951	0.43	18450	-1.22
YGR024C	3741	7956	0.47	11603	-1.09
YGR027W-A	36845	36878	1	73627	0
YGR040W	1098	1680	0.65	2681	-0.62
YGR044C	3210	12618	0.25	15732	-1.99
YGR048W	1915	3773	0.5	5593	-0.99
YHL047C	16094	23707	0.68	39706	-0.56
YHR001W	2794	6221	0.45	8920	-1.16
YHR004C	1629	3915	0.41	5448	-1.28
YHR019C	9328	6075	1.54	15308	0.63
YHR022C	479	1956	0.23	2341	-2.11
YHR026W	8661	15777	0.55	24344	-0.87
YHR041C	827	1311	0.63	2043	-0.67
YHR045W	2120	2648	0.8	4673	-0.32
YHR049C-A	64	129	0.34	98	-1.55
YHR064C	2362	1987	1.2	4256	0.27
YHR068W	3468	3814	0.91	7189	-0.13
YHR072W	2049	3033	0.68	4989	-0.57
YIL147C	2244	3180	0.71	5329	-0.5
YIL151C	1190	1739	0.68	2834	-0.55
YIL155C	1076	3047	0.35	4027	-1.53
YIL171W	64	137	0.31	106	-1.7
YIL175W	164	445	0.32	513	-1.65
YIR002C	1473	3373	0.43	4751	-1.21
YIR018W	1971	4572	0.43	6448	-1.22
YIR021W	1244	1817	0.68	2966	-0.55
YIR025W	655	1179	0.55	1740	-0.87
YIR041W	832	2241	0.36	2979	-1.46
YJL001W	6504	16474	0.39	22883	-1.34
YJL005W	1391	2918	0.47	4214	-1.08
YJR086W	1741	4527	0.38	6173	-1.39
YJR090C	118	146	0.87	172	-0.2
YJR094C	50	76	0.55	34	-0.87
YJR109C	8411	10604	0.79	18922	-0.33
YJR113C	1039	2022	0.51	2965	-0.97
YJR117W	51	67	1.09	23	0.13
YJR133W	3246	9063	0.36	12213	-1.49
YJR136C	646	1025	0.63	1575	-0.67
YJR140C	402	707	0.56	1014	-0.84
YJR156C	342	928	0.35	1175	-1.53
YJR160C	97	121	0.91	122	-0.14
YKL002W	3653	8820	0.41	12378	-1.28
YKR076W	831	3412	0.24	4148	-2.08
YKR080W	8395	6591	1.28	14891	0.35
YKR084C	1825	4343	0.42	6073	-1.26
YKR100C	1789	3139	0.57	4834	-0.82
YKR104W	323	528	0.6	757	-0.74
YLL002W	623	1170	0.52	1700	-0.93
YLL018C	3916	4570	0.86	8392	-0.22
YLL021W	1894	2932	0.65	4733	-0.63
YLL025W	1858	5049	0.36	6811	-1.46
YLL041C	2079	10060	0.2	12043	-2.29
YLL045C	28461	11572	2.47	39936	1.3
YLL049W	3004	6271	0.48	9179	-1.07
YLR279W	220	334	0.65	458	-0.61
YLR283W	990	2422	0.4	3316	-1.31
YLR287C	2524	2340	1.09	4768	0.12
YLR302C	199	360	0.53	464	-0.93
YLR306W	1345	2752	0.48	4002	-1.05
YLR310C	2727	4565	0.6	7197	-0.75
YLR325C	27467	7020	3.94	34392	1.98
YLR329W	263	257	1.11	425	0.16
YLR333C	34410	15525	2.22	49839	1.15
YLR349W	353	381	0.97	639	-0.05
YLR353W	1371	1874	0.73	3151	-0.45
YLR357W	1603	2206	0.73	3714	-0.46
YMR046C	20427	31405	0.65	51735	-0.62
YMR049C	1937	1048	1.92	2888	0.94
YMR052W	1004	2615	0.38	3522	-1.41
YMR068W	463	995	0.45	1361	-1.15
YMR072W	8873	19642	0.45	28418	-1.15
YMR075W	1701	3309	0.51	4914	-0.97
YMR090W	1619	6975	0.23	8498	-2.13
YMR094W	345	613	0.55	863	-0.86
YMR098C	808	1812	0.44	2524	-1.19
YMR114C	1787	4104	0.43	5796	-1.21
YMR118C	108	250	0.36	263	-1.49
YMR121C	38893	16328	2.39	55126	1.26
YNL084C	4762	9936	0.48	14602	-1.07
YNL088W	2584	5271	0.49	7760	-1.04
YNL092W	238	924	0.23	1068	-2.12
YNL108C	1957	4097	0.47	5961	-1.07
YNL112W	6039	974	6.54	6917	2.71
YNL116W	1031	2334	0.44	3269	-1.2
YNL132W	1145	507	2.46	1554	1.3
YNL136W	1694	3592	0.47	5189	-1.1
YNL140C	1304	2310	0.56	3517	-0.83
YNL156C	1734	4659	0.37	6296	-1.44
YNL160W	13512	34731	0.39	48147	-1.36
YNL164C	1218	1598	0.77	2720	-0.39
YOL048C	2177	6119	0.35	8199	-1.5
YOL052C	1912	2259	0.85	4075	-0.23
YOL055C	1213	3108	0.38	4225	-1.38
YOL071W	4019	11221	0.36	15145	-1.49
YOL076W	2471	3590	0.69	5966	-0.54
YOL079W	212	441	0.45	559	-1.15
YOL095C	719	1188	0.6	1814	-0.73
YOL099C	275	588	0.44	770	-1.17
YOL103W	4720	6811	0.69	11435	-0.53
YOL117W	1105	3314	0.33	4321	-1.61
YOL121C	23908	13620	1.76	37429	0.82
YOL125W	1285	1551	0.84	2738	-0.26
YOR258W	889	2196	0.4	2989	-1.33
YOR262W	2334	4254	0.55	6491	-0.87
YOR266W	896	1919	0.46	2718	-1.12
YOR282W	78	154	0.4	137	-1.33
YOR286W	5533	14733	0.37	20170	-1.42
YOR290C	678	1273	0.53	1856	-0.93
YOR304W	1848	2958	0.62	4711	-0.68
YOR308C	951	1658	0.57	2514	-0.81
YOR312C	39248	14574	2.7	53727	1.43
YOR328W	2716	3681	0.74	6302	-0.44
YOR332W	8268	24107	0.34	32281	-1.55
YOR336W	991	2692	0.36	3589	-1.47
YPL242C	1332	3124	0.42	4360	-1.25
YPL246C	3197	4855	0.66	7954	-0.6
YPL249C-A	36649	19861	1.85	56411	0.89
YPL263C	2529	1466	1.77	3897	0.82
YPL267W	1616	2822	0.57	4342	-0.81
YPL271W	9050	20832	0.43	29786	-1.21
YPR003C	1148	2398	0.47	3450	-1.08
YPR007C	229	633	0.33	766	-1.6
YPR011C	870	1944	0.44	2718	-1.18
YPR027C	67	146	0.31	117	-1.67
YPR031W	1089	2128	0.51	3121	-0.98
YPR035W	15854	47593	0.33	63352	-1.59
EMPTY	157	228	0.69	289	-0.54
EMPTY	99	152	0.63	156	-0.68
EMPTY	96	156	0.57	159	-0.8
EMPTY	61	69	1.77	36	0.82
EMPTY	79	88	1.29	71	0.37
EMPTY	87	117	0.8	106	-0.33
EMPTY	83	101	0.98	87	-0.03
EMPTY	88	115	0.83	106	-0.27
EMPTY	69	88	0.97	61	-0.05
EMPTY	92	137	0.65	134	-0.61
EMPTY	119	212	0.51	236	-0.96
EMPTY	101	153	0.65	158	-0.63
EMPTY	92	86	1.83	82	0.87
EMPTY	102	121	0.97	128	-0.05
EMPTY	87	103	1.02	95	0.03
EMPTY	108	105	1.41	118	0.49
EMPTY	107	121	1.06	134	0.09
EMPTY	88	101	1.11	95	0.15
EMPTY	101	106	1.26	113	0.33
EMPTY	82	81	1.76	69	0.82
EMPTY	71	103	0.7	78	-0.52
EMPTY	68	107	0.57	77	-0.81
EMPTY	69	100	0.7	73	-0.52
EMPTY	77	110	0.72	91	-0.48
EMPTY	41	58	2	3	1
EMPTY	41	58	1	4	0
EMPTY	38	57	-1	0	0
EMPTY	37	59	-0.25	3	0
EMPTY	41	57	3	4	1.58
EMPTY	37	54	0.33	-4	-1.58
EMPTY	38	59	0	3	0
EMPTY	40	57	2	3	1
EMPTY	34	55	5	-6	2.32
YIL115C	639	1147	0.55	1692	-0.86
YLR212C	359	511	0.7	776	-0.51
YJR009C	47587	41006	1.16	88497	0.22
YIL115C	1492	2312	0.64	3709	-0.63
YLR212C	418	684	0.6	1007	-0.73
YJR009C	43518	36077	1.21	79499	0.27
YIL115C	2171	3170	0.68	5246	-0.55
YLR212C	740	1096	0.67	1742	-0.57
YJR009C	48722	39794	1.23	88421	0.29
YIL115C	2218	3472	0.64	5596	-0.65
YLR212C	1091	1724	0.63	2720	-0.66
YJR009C	43501	39448	1.1	82853	0.14
Q0032	94	200	0.38	198	-1.38
Q0060	225	398	0.55	529	-0.87
Q0080	86	183	0.38	176	-1.42
Q0275	87	173	0.42	168	-1.24
YAL003W	25584	17217	1.49	42707	0.57
YAL008W	3818	6498	0.59	10222	-0.77
YAL024C	573	737	0.78	1216	-0.35
YAL028W	528	1136	0.45	1570	-1.14
YAL032C	764	1170	0.65	1840	-0.62
YAL045C	153	239	0.61	297	-0.7
YAL049C	2222	4602	0.48	6730	-1.06
YAL055W	1329	2793	0.47	4028	-1.09
YBR129C	1500	2569	0.58	3974	-0.78
YBR133C	1269	1949	0.65	3124	-0.62
YBR137W	1803	5509	0.32	7217	-1.63
YBR153W	1272	1847	0.69	3024	-0.54
YBR157C	2494	6856	0.36	9254	-1.47
YBR161W	842	1570	0.53	2317	-0.91
YBR176W	1064	1748	0.61	2718	-0.72
YBR180W	148	262	0.53	316	-0.91
YBR184W	271	482	0.54	659	-0.88
YBR200W	1555	2948	0.52	4409	-0.93
YBR204C	1382	3344	0.41	4632	-1.29
YBR208C	3078	29551	0.1	32535	-3.28
YDL036C	577	820	0.7	1303	-0.51
YDL040C	2512	4088	0.61	6506	-0.71
YDL044C	5066	5417	0.94	10389	-0.09
YDL059C	518	911	0.56	1334	-0.84
YDL063C	1715	642	2.86	2262	1.52
YDL067C	6456	16382	0.39	22743	-1.35
YDL083C	36189	14409	2.52	50503	1.33
YDL087C	973	1562	0.62	2439	-0.69
YDL091C	2123	6070	0.35	8098	-1.53
YDL107W	1225	2682	0.45	3813	-1.15
YDL111C	1352	1531	0.89	2788	-0.17
YDL115C	1617	3654	0.44	5176	-1.19
YDR163W	1555	2602	0.6	4063	-0.75
YDR167W	2532	4492	0.56	6929	-0.83
YDR170W-A	14568	31016	0.47	45489	-1.09
YDR185C	375	564	0.66	844	-0.6
YDR189W	2014	2599	0.78	4519	-0.37
YDR193W	170	287	0.56	363	-0.82
YDR209C	93	194	0.39	193	-1.36
YDR210W-C	42501	35949	1.18	78355	0.24
YDR213W	1605	2975	0.54	4485	-0.9
YDR229W	1147	1972	0.58	3024	-0.79
YDR233C	12068	11611	1.04	23584	0.06
YDR237W	3141	5701	0.55	8747	-0.86
YDR530C	711	2284	0.3	2901	-1.73
YDR534C	572	1321	0.42	1799	-1.24
YDR538W	1190	2297	0.51	3393	-0.96
YEL009C	23269	28652	0.81	51826	-0.3
YEL013W	4077	7176	0.57	11159	-0.82
YEL017C-A	36512	37903	0.96	74321	-0.05
YEL031W	5220	8488	0.61	13612	-0.7
YEL035C	295	524	0.55	725	-0.87
YEL039C	702	2957	0.23	3565	-2.13
YEL055C	1791	1718	1.05	3416	0.08
YEL059C-A	668	1720	0.38	2294	-1.4
YEL062W	629	1324	0.46	1859	-1.1
YFR008W	718	1797	0.39	2421	-1.36
YFR012W	87	179	0.39	172	-1.37
YFR016C	1046	2087	0.5	3039	-1.01
YFR031C	981	1526	0.64	2413	-0.64
YFR033C	3022	5522	0.55	8450	-0.87
YFR037C	3942	5507	0.72	9355	-0.48
YFR053C	2133	8839	0.24	10878	-2.07
YFR057W	127	306	0.36	339	-1.49
YGL004C	1285	3128	0.41	4320	-1.3
YGL020C	3091	4475	0.69	7473	-0.53
YGL024W	121	209	0.53	236	-0.91
YGL028C	17426	17742	0.98	35074	-0.02
YGR064W	261	429	0.59	596	-0.75
YGR068C	365	454	0.82	726	-0.29
YGR072W	1006	1227	0.83	2140	-0.28
YGR088W	816	1815	0.44	2538	-1.18
YGR092W	992	2091	0.47	2990	-1.09
YGR096W	372	560	0.66	840	-0.6
YGR110W	507	947	0.53	1362	-0.93
YGR114C	50	90	0.34	47	-1.54
YGR118W	32297	12249	2.65	44451	1.4
YGR133W	1044	1710	0.61	2660	-0.72
YGR137W	2195	4475	0.49	6576	-1.03
YGR141W	1366	3313	0.41	4584	-1.29
YHR086W	4184	7131	0.59	11221	-0.77
YHR090C	2025	3483	0.58	5415	-0.79
YHR094C	9507	5573	1.72	14988	0.78
YHR110W	1889	5213	0.36	7010	-1.48
YHR114W	714	1278	0.55	1900	-0.86
YHR118C	908	1244	0.73	2060	-0.45
YHR133C	3894	4643	0.84	8444	-0.25
YHR137W	1251	2387	0.52	3545	-0.94
YHR140W	940	2412	0.38	3259	-1.39
YHR155W	368	662	0.54	937	-0.88
YHR159W	557	1571	0.34	2035	-1.55
YHR163W	3621	8404	0.43	11931	-1.22
YJL021C	1333	3404	0.39	4643	-1.37
YJL025W	364	188	2.47	458	1.3
YJL029C	652	1017	0.64	1575	-0.65
YJL046W	475	557	0.87	937	-0.19
YJL050W	762	373	2.27	1041	1.18
YJL054W	110	129	0.97	146	-0.04
YJL070C	728	1912	0.37	2547	-1.43
YJL074C	243	434	0.54	583	-0.89
YJL078C	2690	3392	0.79	5989	-0.33
YJL094C	592	1311	0.44	1810	-1.18
YJL098W	696	642	1.12	1245	0.16
YJL102W	110	330	0.26	347	-1.93
YKL017C	566	1108	0.5	1581	-1
YKL021C	2034	1745	1.18	3686	0.24
YKL025C	794	1590	0.49	2290	-1.02
YKL040C	2627	5192	0.5	7725	-0.99
YKL044W	520	642	0.82	1068	-0.28
YKL048C	498	925	0.53	1329	-0.92
YKL063C	2547	4447	0.57	6900	-0.81
YKL067W	7893	19835	0.4	27633	-1.33
YKL071W	607	1427	0.42	1940	-1.27
YKL087C	2281	4863	0.47	7051	-1.1
YKL091C	860	2499	0.34	3266	-1.57
YKL095W	825	1699	0.48	2431	-1.06
YLL065W	150	284	0.49	341	-1.03
YLR002C	1074	642	1.76	1623	0.82
YLR006C	590	1304	0.44	1801	-1.18
YLR022C	2319	2464	0.95	4689	-0.08
YLR026C	1311	2197	0.59	3415	-0.75
YLR030W	513	1196	0.42	1616	-1.26
YLR045C	890	1620	0.54	2416	-0.88
YLR049C	1302	2274	0.57	3482	-0.81
YLR053C	581	12342	0.04	12829	-4.5
YLR069C	1919	3752	0.51	5577	-0.97
YLR073C	1624	695	2.49	2224	1.31
YLR077W	1942	3089	0.63	4936	-0.67
YLR373C	1453	2677	0.54	4037	-0.89
YLR377C	140	326	0.38	373	-1.41
YLR381W	736	1232	0.59	1875	-0.75
YLR397C	825	784	1.08	1515	0.11
YLR401C	804	426	2.07	1136	1.05
YLR405W	2016	1997	1.02	3920	0.03
YLR419W	484	521	0.96	911	-0.06
YLR423C	756	1933	0.38	2595	-1.39
YLR427W	940	1430	0.66	2276	-0.61
YLR442C	857	1357	0.63	2120	-0.67
YLR446W	234	483	0.46	623	-1.12
YLR450W	863	2018	0.42	2787	-1.25
YMR136W	238	604	0.36	748	-1.45
YMR140W	437	1192	0.35	1535	-1.51
YMR144W	678	1292	0.52	1877	-0.95
YMR158W	1981	4506	0.44	6393	-1.19
YMR161W	2193	3905	0.56	6004	-0.84
YMR165C	493	1079	0.44	1478	-1.17
YMR179W	740	1220	0.6	1867	-0.73
YMR183C	4224	7870	0.54	12000	-0.9
YMR187C	347	753	0.44	1006	-1.17
YMR201C	674	1642	0.4	2223	-1.32
YMR205C	12619	14130	0.89	26654	-0.16
YMR209C	5571	9331	0.6	14806	-0.75
YNL180C	3108	7551	0.41	10563	-1.29
YNL184C	1566	2556	0.61	4028	-0.71
YNL188W	1214	1773	0.69	2892	-0.55
YNL204C	334	583	0.56	823	-0.83
YNL208W	8321	21843	0.38	30069	-1.4
YNL212W	1324	2974	0.44	4203	-1.18
YNL228W	195	435	0.42	536	-1.26
YNL232W	1879	2168	0.87	3953	-0.2
YNL236W	970	1508	0.64	2384	-0.64
YNL252C	1235	2149	0.57	3290	-0.81
YNL256W	1733	1912	0.91	3551	-0.13
YNL260C	1787	3437	0.52	5130	-0.95
YOL141W	429	398	1.14	733	0.19
YOL145C	2671	3703	0.72	6280	-0.47
YOL149W	2547	4022	0.63	6474	-0.66
YOL165C	701	1539	0.45	2144	-1.16
YOR003W	623	2397	0.25	2924	-2
YOR007C	9066	21319	0.42	30290	-1.24
YOR022C	2752	4916	0.56	7573	-0.84
YOR026W	1192	2029	0.58	3127	-0.77
YOR030W	686	1549	0.43	2141	-1.2
YOR046C	2803	3321	0.85	6029	-0.24
YOR050C	246	440	0.55	592	-0.87
YOR054C	1182	2571	0.46	3658	-1.13
YOR350C	899	1721	0.52	2527	-0.95
YOR354C	1641	3323	0.49	4871	-1.03
YOR358W	701	1739	0.39	2346	-1.34
YOR374W	1487	3984	0.37	5377	-1.44
YOR378W	92	182	0.43	180	-1.22
YOR382W	35083	48852	0.72	83840	-0.48
YPL004C	7823	25422	0.31	33149	-1.7
YPL008W	904	1695	0.53	2503	-0.92
YPL012W	2343	1148	2.11	3397	1.08
YPL028W	9351	17341	0.54	26597	-0.89
YPL032C	2348	2790	0.85	5043	-0.24
YPL036W	446	775	0.57	1126	-0.82
YPR051W	1943	2955	0.66	4804	-0.6
YPR055W	888	1877	0.47	2670	-1.1
YPR059C	74	164	0.35	144	-1.53
YPR075C	1345	2573	0.52	3824	-0.94
YPR079W	1285	2923	0.43	4115	-1.2
YPR083W	804	1826	0.43	2537	-1.21
YPR099C	96	277	0.26	279	-1.93
YPR103W	5397	10610	0.51	15914	-0.98
YPR107C	1439	3108	0.46	4453	-1.12
YPR123C	123	283	0.37	313	-1.42
YPR127W	1121	2568	0.43	3594	-1.22
YPR131C	1647	3013	0.54	4565	-0.88
YAL044W-A	2882	5633	0.51	8421	-0.97
YBL108C-A	1188	3280	0.36	4373	-1.49
YBR233W-A	2290	3928	0.58	6123	-0.78
YDR210C-D	34790	43532	0.8	78226	-0.32
YEL075W-A	590	1145	0.51	1639	-0.98
YER087C-B	5260	8684	0.61	13849	-0.72
YLR149C-A	104	244	0.36	255	-1.49
YML009C-A	184	407	0.42	497	-1.25
YML047W-A	90	195	0.37	192	-1.43
YOR343W-A	10457	20461	0.51	30825	-0.97
YPR016W-A	272	642	0.4	821	-1.33
EMPTY	72	85	1.13	64	0.18
EMPTY	36	55	2	-3	1
EMPTY	38	54	0	-1	0
EMPTY	37	58	-0.5	1	0
EMPTY	38	54	0	-2	0
EMPTY	36	55	2	-3	1
EMPTY	38	56	0	-1	0
EMPTY	37	56	1	-2	0
EMPTY	38	56	0	-1	0
EMPTY	37	58	0	1	0
YCONTROL60	42	103	0.14	49	-2.84
YCONTROL19	40	102	0.1	46	-3.39
YCONTROL98	42	101	0.15	47	-2.77
YCONTROL60	45	97	0.24	46	-2.04
YCONTROL19	43	103	0.16	50	-2.62
YCONTROL98	5303	10317	0.51	15524	-0.96
YCONTROL60	48	100	0.29	53	-1.77
YCONTROL19	71	154	0.36	129	-1.48
YCONTROL98	52	127	0.22	84	-2.2
YCONTROL60	43	98	0.15	46	-2.74
YCONTROL19	42	87	0.17	34	-2.54
YCONTROL98	44	90	0.22	39	-2.19
YBL069W	720	1064	0.68	1689	-0.56
YBL073W	64	134	0.36	103	-1.49
YBL077W	49	123	0.17	77	-2.58
YBL092W	40635	19457	2.09	59996	1.07
YBL096C	694	706	1.02	1304	0.03
YBL100C	132	244	0.52	280	-0.94
YBR001C	1234	3376	0.36	4514	-1.47
YBR005W	996	2566	0.38	3465	-1.39
YBR009C	33436	43539	0.77	76878	-0.38
YBR023C	2205	3751	0.59	5860	-0.77
YBR027C	1560	2572	0.61	4036	-0.72
YBR031W	33347	19668	1.7	52919	0.76
YCL033C	2729	9487	0.29	12120	-1.81
YCL037C	767	385	2.23	1056	1.16
YCL041C	138	341	0.35	382	-1.5
YCL058C	112	208	0.5	223	-1.01
YCL064C	11255	60965	0.18	72123	-2.44
YCL068C	525	1351	0.38	1779	-1.41
YCR011C	3042	7853	0.39	10799	-1.38
YCR015C	1369	3604	0.38	4877	-1.41
YCR018C-A	305	1047	0.27	1255	-1.87
YCR031C	29789	23440	1.27	53131	0.35
YCR035C	2470	3652	0.68	6024	-0.56
YCR039C	2994	8460	0.35	11357	-1.51
YDL237W	2654	11686	0.23	14243	-2.15
YDL241W	341	629	0.53	874	-0.91
YDL245C	255	544	0.45	703	-1.15
YDR013W	1329	2680	0.49	3913	-1.02
YDR017C	1714	3209	0.53	4827	-0.91
YDR021W	862	683	1.32	1450	0.4
YDR034C-D	26875	42539	0.63	69317	-0.66
YDR037W	12726	13852	0.92	26480	-0.12
YDR041W	4363	13971	0.31	18235	-1.69
YDR057W	1420	3369	0.42	4692	-1.26
YDR061W	1616	4251	0.38	5771	-1.41
YDR065W	1035	2031	0.51	2970	-0.98
YDR354W	1931	4884	0.39	6717	-1.35
YDR358W	879	4792	0.18	5573	-2.49
YDR362C	881	2574	0.34	3357	-1.57
YDR375C	1671	4651	0.36	6225	-1.49
YDR379W	1518	4283	0.35	5704	-1.51
YDR383C	1909	3995	0.48	5807	-1.07
YDR399W	15498	8480	1.84	23881	0.88
YDR403W	578	1601	0.35	2083	-1.51
YDR407C	1815	4030	0.45	5750	-1.16
YDR423C	1215	3725	0.32	4844	-1.64
YDR427W	5968	15918	0.37	21790	-1.42
YDR431W	69	180	0.26	152	-1.96
YER096W	373	1135	0.31	1411	-1.68
YER100W	3332	8119	0.41	11354	-1.29
YER104W	637	1934	0.32	2475	-1.65
YER120W	2886	6181	0.47	8971	-1.1
YER124C	9887	19559	0.51	29349	-0.98
YER128W	983	2753	0.35	3639	-1.51
YER142C	938	4824	0.19	5665	-2.4
YER146W	7487	19789	0.38	27178	-1.4
YER150W	1293	6370	0.2	7565	-2.33
YER165W	6660	9798	0.68	16361	-0.56
YER169W	1231	3017	0.4	4151	-1.31
YER173W	924	2106	0.43	2933	-1.21
YGL152C	134	221	0.6	259	-0.74
YGL156W	897	6074	0.14	6875	-2.81
YGL160W	966	2654	0.36	3524	-1.48
YGL176C	497	1060	0.46	1461	-1.12
YGL180W	481	1778	0.26	2162	-1.96
YGL184C	298	619	0.46	818	-1.11
YGL200C	139	375	0.32	417	-1.65
YGL204C	1357	2706	0.5	3967	-1.01
YGL208W	748	2935	0.25	3586	-2.01
YGL224C	345	681	0.5	929	-1
YGL227W	900	4403	0.2	5205	-2.33
YGL231C	4672	11758	0.4	16332	-1.34
YGR261C	1641	3797	0.43	5340	-1.22
YGR265W	60	159	0.24	122	-2.03
YGR269W	122	263	0.42	287	-1.25
YGR285C	8635	11646	0.74	20181	-0.43
YGR289C	282	865	0.3	1050	-1.72
YGR293C	126	264	0.43	294	-1.2
YHL011C	5824	4859	1.21	10586	0.27
YHL015W	31367	14904	2.11	46174	1.08
YHL019C	990	3202	0.3	4094	-1.72
YHL035C	1988	4224	0.47	6112	-1.09
YHL039W	1645	2146	0.77	3692	-0.38
YHL043W	105	228	0.4	236	-1.33
YIL063C	2600	7155	0.36	9658	-1.47
YIL067C	802	1795	0.44	2500	-1.18
YIL071C	1057	4444	0.23	5404	-2.1
YIL087C	980	6126	0.16	7009	-2.68
YIL091C	1393	924	1.57	2220	0.65
YIL095W	921	2581	0.35	3404	-1.51
YIL111W	5694	29868	0.19	35459	-2.4
YIL115C	1022	2298	0.44	3215	-1.19
YIL119C	2721	8072	0.33	10696	-1.58
YIL135C	1702	4045	0.42	5649	-1.26
YIL139C	1247	2742	0.45	3891	-1.15
YIL143C	1066	2137	0.49	3105	-1.01
YJR002W	3587	3351	1.08	6840	0.11
YJR006W	1369	3671	0.37	4940	-1.44
YJR010C-A	1835	4697	0.39	6432	-1.37
YJR025C	3031	9666	0.31	12599	-1.68
YJR029W	30070	54814	0.55	84786	-0.87
YJR033C	619	1992	0.3	2513	-1.73
YJR049C	1641	4811	0.34	6353	-1.57
YJR053W	384	1158	0.32	1444	-1.66
YJR057W	1778	4495	0.39	6175	-1.35
YJR073C	4952	45693	0.11	50547	-3.21
YJR077C	3382	9724	0.35	13005	-1.53
YJR082C	2276	6579	0.34	8752	-1.54
YKL218C	1262	6217	0.2	7381	-2.33
YKL222C	540	1313	0.4	1755	-1.32
YKR001C	3418	9553	0.36	12873	-1.49
YKR017C	832	2181	0.37	2915	-1.42
YKR021W	1031	3983	0.25	4916	-1.98
YKR025W	2139	3316	0.65	5358	-0.63
YKR040C	106	261	0.34	269	-1.56
YKR044W	687	1037	0.66	1626	-0.59
YKR048C	2296	6277	0.36	8475	-1.46
YKR064W	905	3213	0.28	4020	-1.86
YKR068C	4239	12604	0.34	16744	-1.58
YKR072C	799	1320	0.61	2020	-0.72
YLR199C	1272	2077	0.61	3252	-0.71
YLR203C	4112	14838	0.28	18852	-1.86
YLR207W	713	2274	0.31	2889	-1.71
YLR223C	4367	8355	0.52	12624	-0.94
YLR227C	255	606	0.4	763	-1.32
YLR229C	7413	20956	0.35	28271	-1.5
YLR245C	516	1755	0.28	2174	-1.82
YLR249W	28772	15069	1.91	43743	0.94
YLR253W	1262	3780	0.33	4944	-1.6
YLR267W	262	1452	0.16	1616	-2.64
YLR271W	927	5200	0.17	6029	-2.53
YLR275W	2347	6263	0.37	8512	-1.43
YML099C	886	2754	0.32	3542	-1.66
YML102C-A	71	198	0.26	171	-1.96
YML105C	3570	7591	0.47	11063	-1.09
YML120C	1141	5069	0.22	6113	-2.18
YML124C	2867	7854	0.36	10624	-1.46
YML128C	1673	17524	0.09	19100	-3.42
YMR011W	3376	3937	0.86	7215	-0.22
YMR015C	3069	7719	0.4	10691	-1.34
YMR019W	1352	3801	0.35	5056	-1.51
YMR034C	565	1601	0.34	2069	-1.55
YMR038C	4289	11301	0.38	15493	-1.4
YMR042W	576	1852	0.3	2331	-1.73
YNL001W	3769	9018	0.42	12689	-1.26
YNL005C	2987	9981	0.3	12870	-1.75
YNL009W	990	2954	0.33	3846	-1.6
YNL025C	456	1557	0.28	1915	-1.84
YNL029C	973	2263	0.43	3138	-1.23
YNL033W	119	398	0.25	419	-2.02
YNL049C	1749	5571	0.31	7222	-1.69
YNL053W	959	2435	0.39	3295	-1.36
YNL055C	10970	54849	0.2	65721	-2.33
YNL072W	318	813	0.38	1034	-1.42
YNL076W	838	2247	0.37	2987	-1.45
YNL080C	980	2215	0.44	3098	-1.19
YNR042W	83	214	0.3	200	-1.74
YNR046W	2437	2922	0.84	5262	-0.25
YNR050C	3495	11911	0.29	15308	-1.78
YNR066C	292	816	0.34	1011	-1.57
YNR070W	184	571	0.29	657	-1.81
YNR074C	1363	4064	0.33	5329	-1.6
YOL013C	1288	4352	0.29	5542	-1.78
YOL016C	1721	8625	0.2	10248	-2.35
YOL020W	2410	3822	0.63	6134	-0.66
YOL036W	1150	3991	0.28	5042	-1.82
YOL040C	28624	19307	1.49	47832	0.57
YOL044W	1075	4941	0.21	5919	-2.23
YOR176W	1452	6978	0.2	8333	-2.29
YOR180C	546	1475	0.36	1924	-1.47
YOR184W	8046	28151	0.29	36099	-1.81
YOR198C	4041	9713	0.41	13656	-1.27
YOR202W	2890	5145	0.56	7938	-0.83
